Code,Name,Summary,State,Local,geometry
AL,Alabama,a,b,c,"POLYGON ((-88.46866248405129 31.8938557116156, -88.46866 31.933173, -88.45338776310929 32.0530492054197, -88.4311453634628 32.22763623468889, -88.42827799999999 32.250143, -88.4213122213943 32.3086791230113, -88.3892485641243 32.5781223959586, -88.37333799999999 32.711825, -88.3474902478349 32.9290347868805, -88.34008499213931 32.991264337875, -88.31713499999999 33.184123, -88.30444281351039 33.28832, -88.27451647078369 33.5340014777852, -88.25444499999999 33.698779, -88.24838747390949 33.7449075948817, -88.207229 34.058333, -88.20358349521939 34.0865277314681, -88.1732617345949 34.3210395343343, -88.15490218400869 34.46303430044, -88.13955944124739 34.5816967458839, -88.13426299999999 34.62266, -88.097888 34.892202, -88.154617 34.92239199999999, -88.200064 34.995634, -88.20295899999999 35.008028, -88.00003199999999 35.005939, -87.9849160436989 35.0059101243258, -87.85188599999999 35.005656, -87.62502499999999 35.003732, -87.60609786765329 35.0035195262043, -87.2240536418757 34.9992307419721, -87.21668299999999 34.999148, -87.2107585799823 34.9990491809997, -86.83628631594951 34.992803004217, -86.783648 34.991925, -86.78362801716901 34.991924921992, -86.467798 34.990692, -86.31876076546511 34.99107858044281, -86.311274 34.991098, -85.8639461118069 34.9870308587481, -85.605165 34.984678, -85.59516499999999 34.924171, -85.58281233378528 34.8604354744776, -85.561424 34.750079, -85.53440525781539 34.6237903384358, -85.52689481816101 34.5886856927335, -85.51304422927329 34.5239464713237, -85.502471 34.474526, -85.4751472811043 34.3436846578762, -85.46314082477579 34.2861909885055, -85.42949899999999 34.125095, -85.4210731752288 34.0808126526072, -85.39887124484201 33.9641292867795, -85.39887100000001 33.964128, -85.38667057377279 33.9017014940033, -85.36053199999999 33.767957, -85.33811629990591 33.65311439160139, -85.314048 33.529805, -85.3049438332249 33.4827563368455, -85.29434686434529 33.4279931463646, -85.23659537125279 33.1295440282507, -85.23244140518729 33.1080770939336, -85.23244099999999 33.108075, -85.18611740178919 32.8701382699716, -85.18440000000001 32.861317, -85.160963 32.82667199999999, -85.1245332227506 32.7516296067514, -85.11425 32.730447, -85.088533 32.657958, -85.0760723726048 32.6080674751571, -85.06984799999999 32.583146, -85.00710000000001 32.523868, -85.00113083912369 32.5101547883978, -84.9997867563101 32.5070669687837, -84.97183099999999 32.442843, -84.9811502941337 32.3790400766818, -84.98346599999999 32.363186, -85.00809599999999 32.336677, -84.955704 32.30591, -84.891841 32.263398, -84.91994214792589 32.2308482009333, -84.930127 32.219051, -84.997765 32.185445, -85.05874899999999 32.136018, -85.04706299999999 32.087389, -85.0514111279128 32.062256083622, -85.06359054298468 31.991857, -85.067829 31.967358, -85.114031 31.89336, -85.141831 31.839261, -85.12915931558319 31.7802782680766, -85.1254405773425 31.7629687034183, -85.11892999999999 31.732664, -85.12553 31.694965, -85.05816899999999 31.620227, -85.05795999999999 31.57084, -85.04188099999999 31.544684, -85.0516814295062 31.5195403291417, -85.07162099999999 31.468384, -85.06600499999999 31.431363, -85.09248700000001 31.362881, -85.087929 31.321648, -85.08882996353049 31.3086477554966, -85.08977399999999 31.295026, -85.108192 31.258591, -85.10751599999999 31.186451, -85.03561499999999 31.108192, -85.0211075623628 31.0754638723064, -85.011392 31.053546, -85.002499 31.000682, -85.031285 31.000647, -85.14595899999999 31.000693, -85.333319 30.99955499999999, -85.48829828893911 30.9979646232873, -85.49800158508951 30.9978650493614, -85.57949757633828 30.9970287484109, -85.74971500000001 30.995282, -85.893632 30.993455, -86.0350381049506 30.9937496073023, -86.1872480489813 30.9940667234622, -86.36497399999999 30.994437, -86.3886446620004 30.9945282152752, -86.56349399999999 30.995202, -86.68824096424609 30.9962018900015, -86.78569197600589 30.9969829935168, -86.83197899999999 30.997354, -86.92785099999999 30.997678, -87.16264400000001 30.999026, -87.16308069276559 30.9990241838776, -87.312206 30.998404, -87.42579099999999 30.998058, -87.519533 30.997552, -87.5988289462621 30.9974221769053, -87.59893699999999 30.997422, -87.59206399999999 30.95146, -87.63494299999999 30.865857, -87.54226799999999 30.767481, -87.52362099999999 30.738285, -87.442291 30.692661, -87.40018900000001 30.657201, -87.401189 30.604383, -87.43145 30.550252, -87.444722 30.507484, -87.41468499999999 30.457289, -87.366601 30.436643, -87.43178399999999 30.403193, -87.452282 30.344097, -87.51832399999999 30.280435, -87.65688800000001 30.249709, -87.818867 30.228314, -87.89320099999999 30.239237, -87.806466 30.279798, -87.796717 30.324198, -87.86501699999999 30.38345, -87.914136 30.446144, -87.93335499999999 30.487357, -87.90171099999999 30.550879, -87.91495599999999 30.585893, -87.93106999999999 30.652694, -88.00839599999999 30.684956, -88.061998 30.644891, -88.064898 30.588292, -88.08161699999999 30.546317, -88.103768 30.500903, -88.105699 30.401865, -88.136173 30.320729, -88.19566399999999 30.321242, -88.25776399999999 30.31893299999999, -88.31160800000001 30.36890799999999, -88.36402199999999 30.388006, -88.39502299999999 30.369425, -88.403931 30.543359, -88.41226999999999 30.73177099999999, -88.41246743135919 30.7355974592153, -88.4260209637871 30.9982813574303, -88.432007 31.11429799999999, -88.44865999999999 31.421277, -88.4494460690171 31.4358368612776, -88.45947799999999 31.621652, -88.4636253046849 31.69794237135019, -88.46866899999999 31.790722, -88.46866248405129 31.8938557116156))"
